,id,owner_name,owner_is_human,owner_result,is_army,is_building,is_worker,started_at,finished_at,died_at
JinairRogue85196808,85196808,JinairRogue,True,Win,False,False,False,8529,8529,NA
JinairRogue85721090,85721090,JinairRogue,True,Win,False,False,False,5346,5346,5654
JinairRogue85721095,85721095,JinairRogue,True,Win,False,False,False,5869,5869,6832
JinairRogue85721096,85721096,JinairRogue,True,Win,True,False,False,6835,6835,10564
JinairRogue85721097,85721097,JinairRogue,True,Win,False,True,False,10592,10868,NA
JinairRogue86245378,86245378,JinairRogue,True,Win,True,False,False,5356,5356,NA
JinairRogue86507521,86507521,JinairRogue,True,Win,False,False,False,5229,5229,5979
JinairRogue87031809,87031809,JinairRogue,True,Win,False,False,False,5233,5233,5973
JinairRogue87031810,87031810,JinairRogue,True,Win,False,False,True,5976,5976,NA
JinairRogue87293954,87293954,JinairRogue,True,Win,False,True,False,5269,5543,NA
JinairRogue87556097,87556097,JinairRogue,True,Win,False,True,False,5242,5722,NA
JinairRogue88080385,88080385,JinairRogue,True,Win,False,False,False,5362,5362,5793
JinairRogue88080386,88080386,JinairRogue,True,Win,False,False,True,5796,5796,NA
JinairRogue88342529,88342529,JinairRogue,True,Win,False,False,False,5412,5412,5796
JinairRogue88342530,88342530,JinairRogue,True,Win,False,False,True,5799,5799,NA
JinairRogue88866817,88866817,JinairRogue,True,Win,False,False,False,5416,5416,5799
JinairRogue88866825,88866825,JinairRogue,True,Win,False,True,False,5932,6412,NA
JinairRogue89128965,89128965,JinairRogue,True,Win,False,False,True,5639,5639,8338
JinairRogue89128967,89128967,JinairRogue,True,Win,False,False,False,8352,8352,8727
JinairRogue89128968,89128968,JinairRogue,True,Win,False,False,True,8730,8730,NA
JinairRogue89391105,89391105,JinairRogue,True,Win,False,False,False,5420,5420,5976
JinairRogue89391106,89391106,JinairRogue,True,Win,True,False,False,5979,5979,11249
JinairRogue89391109,89391109,JinairRogue,True,Win,False,False,False,11288,11288,11842
JinairRogue89391110,89391110,JinairRogue,True,Win,True,False,False,11844,11844,12532
JinairRogue89391113,89391113,JinairRogue,True,Win,True,False,False,12761,12761,NA
JinairRogue89653250,89653250,JinairRogue,True,Win,False,False,True,5487,5487,7396
JinairRogue90177537,90177537,JinairRogue,True,Win,False,False,False,5586,5586,5979
JinairRogue90439687,90439687,JinairRogue,True,Win,False,False,False,5732,5732,6835
JinairRogue90439688,90439688,JinairRogue,True,Win,True,False,False,6838,6838,11227
JinairRogue90439692,90439692,JinairRogue,True,Win,True,False,False,11473,11473,NA
JinairRogue90701827,90701827,JinairRogue,True,Win,False,False,True,5645,5645,NA
JinairRogue90963975,90963975,JinairRogue,True,Win,False,False,False,5950,5950,6838
JinairRogue90963976,90963976,JinairRogue,True,Win,True,False,False,6842,6842,10659
JinairRogue90963978,90963978,JinairRogue,True,Win,False,False,False,10737,10737,11109
JinairRogue90963979,90963979,JinairRogue,True,Win,False,False,True,11113,11113,NA
JinairRogue91488258,91488258,JinairRogue,True,Win,False,True,False,5948,6428,NA
JinairRogue91750402,91750402,JinairRogue,True,Win,True,False,False,5976,5976,10530
JinairRogue92012546,92012546,JinairRogue,True,Win,False,False,True,5973,5973,NA
JinairRogue92274691,92274691,JinairRogue,True,Win,False,False,False,6178,6178,6842
JinairRogue92274692,92274692,JinairRogue,True,Win,True,False,False,6845,6845,10657
JinairRogue92536834,92536834,JinairRogue,True,Win,False,True,False,6127,6387,NA
JinairRogue92798977,92798977,JinairRogue,True,Win,True,False,False,5976,5976,11194
JinairRogue92798981,92798981,JinairRogue,True,Win,True,False,False,11253,11253,NA
JinairRogue93323266,93323266,JinairRogue,True,Win,False,False,True,6055,6055,9022
JinairRogue93585409,93585409,JinairRogue,True,Win,False,False,True,5979,5979,10546
JinairRogue93585411,93585411,JinairRogue,True,Win,False,False,False,10786,10786,11113
JinairRogue93585413,93585413,JinairRogue,True,Win,True,False,False,11568,11568,13027
JinairRogue94109700,94109700,JinairRogue,True,Win,False,False,False,6297,6297,6845
JinairRogue94109701,94109701,JinairRogue,True,Win,False,False,False,6854,6854,7526
JinairRogue94109704,94109704,JinairRogue,True,Win,False,False,False,7565,7565,8305
JinairRogue94109706,94109706,JinairRogue,True,Win,False,False,False,8314,8314,13374
JinairRogue94109709,94109709,JinairRogue,True,Win,True,False,False,13553,13553,14083
JinairRogue94371841,94371841,JinairRogue,True,Win,False,False,False,6182,6182,7096
JinairRogue94633986,94633986,JinairRogue,True,Win,False,False,False,6213,6213,6673
JinairRogue94633987,94633987,JinairRogue,True,Win,False,False,True,6676,6676,9869
JinairRogue94633988,94633988,JinairRogue,True,Win,False,False,False,9872,9872,10346
JinairRogue94633989,94633989,JinairRogue,True,Win,False,False,False,10349,10349,10905
JinairRogue94633990,94633990,JinairRogue,True,Win,False,False,False,10909,10909,NA
JinairRogue94896129,94896129,JinairRogue,True,Win,False,False,False,6186,6186,7220
JinairRogue94896130,94896130,JinairRogue,True,Win,False,False,False,7237,7237,8311
JinairRogue94896133,94896133,JinairRogue,True,Win,False,False,True,8430,8430,9078
JinairRogue94896134,94896134,JinairRogue,True,Win,False,False,False,9087,9087,9848
JinairRogue94896135,94896135,JinairRogue,True,Win,False,False,False,9854,9854,NA
JinairRogue95158274,95158274,JinairRogue,True,Win,False,True,False,6216,6456,NA
JinairRogue95420417,95420417,JinairRogue,True,Win,False,False,False,6217,6217,6676
JinairRogue95420420,95420420,JinairRogue,True,Win,False,False,False,6736,6736,7509
JinairRogue95682562,95682562,JinairRogue,True,Win,False,True,False,6244,6512,NA
JinairRogue95944705,95944705,JinairRogue,True,Win,False,False,False,6221,6221,6679
JinairRogue96468993,96468993,JinairRogue,True,Win,False,True,False,6304,6944,NA
JinairRogue96993281,96993281,JinairRogue,True,Win,False,True,False,6347,6907,NA
JinairRogue97517569,97517569,JinairRogue,True,Win,True,False,False,6352,6352,NA
JinairRogue97779713,97779713,JinairRogue,True,Win,False,False,False,6496,6496,8311
JinairRogue97779716,97779716,JinairRogue,True,Win,False,False,False,8396,8396,8730
JinairRogue97779719,97779719,JinairRogue,True,Win,True,False,False,13416,13416,13741
JinairRogue98304001,98304001,JinairRogue,True,Win,False,False,False,6587,6587,6949
JinairRogue98304002,98304002,JinairRogue,True,Win,False,False,True,6952,6952,NA
JinairRogue98566150,98566150,JinairRogue,True,Win,False,False,False,6698,6698,7485
JinairRogue98566151,98566151,JinairRogue,True,Win,False,False,True,7489,7489,NA
JinairRogue98828289,98828289,JinairRogue,True,Win,False,False,False,6595,6595,6952
JinairRogue99090434,99090434,JinairRogue,True,Win,False,False,True,6670,6670,NA
JinairRogue99352581,99352581,JinairRogue,True,Win,False,False,True,6679,6679,NA
JinairRogue99614727,99614727,JinairRogue,True,Win,True,False,False,6832,6832,11232
JinairRogue99614735,99614735,JinairRogue,True,Win,True,False,False,11522,11522,NA
NA10223617,10223617,NA,NA,NA,False,False,False,0,0,12878
NA16515073,16515073,NA,NA,NA,False,False,False,0,0,12128
NA18350081,18350081,NA,NA,NA,False,False,False,0,0,13171
NA22282241,22282241,NA,NA,NA,False,False,False,0,0,10376
NA262145,262145,NA,NA,NA,False,False,False,0,0,11157
NA34078721,34078721,NA,NA,NA,False,False,False,0,0,10882
NA38010881,38010881,NA,NA,NA,False,False,False,0,0,13873
NA43778049,43778049,NA,NA,NA,False,False,False,0,0,12170
NA45875201,45875201,NA,NA,NA,False,False,False,0,0,10988
NA7077889,7077889,NA,NA,NA,False,False,False,0,0,13184
NA786433,786433,NA,NA,NA,False,False,False,0,0,12404
&lt;艾尔难民99&gt;<sp/>Gentleprobe100663297,100663297,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,10203,10203,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe100925441,100925441,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,10203,10203,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe10223618,10223618,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,10139,10139,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe102760449,102760449,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,10474,10474,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe103022593,103022593,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10497,10977,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe103284737,103284737,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,10510,10510,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe103546881,103546881,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10533,11333,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe104071169,104071169,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10575,11615,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe104595458,104595458,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10649,11689,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe105644034,105644034,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10763,11243,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe106692609,106692609,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,10931,11331,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe107479043,107479043,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,11925,13525,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe107741187,107741187,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12418,12499,12696
&lt;艾尔难民99&gt;<sp/>Gentleprobe108003329,108003329,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11150,11150,12110
&lt;艾尔难民99&gt;<sp/>Gentleprobe108003331,108003331,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,12556,13196,16359
&lt;艾尔难民99&gt;<sp/>Gentleprobe108527617,108527617,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11206,11287,16245
&lt;艾尔难民99&gt;<sp/>Gentleprobe108527618,108527618,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16251,16332,16391
&lt;艾尔难民99&gt;<sp/>Gentleprobe108789761,108789761,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11210,11291,12069
&lt;艾尔难民99&gt;<sp/>Gentleprobe108789763,108789763,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12398,12479,12696
&lt;艾尔难民99&gt;<sp/>Gentleprobe108789765,108789765,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,13021,13021,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe109051905,109051905,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11211,11292,14349
&lt;艾尔难民99&gt;<sp/>Gentleprobe109051906,109051906,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14356,14836,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe109314049,109314049,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,11216,11216,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe110100481,110100481,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,11462,NA,11721
&lt;艾尔难民99&gt;<sp/>Gentleprobe110624775,110624775,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,11784,12184,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe110886920,110886920,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11971,11971,16217
&lt;艾尔难民99&gt;<sp/>Gentleprobe111411208,111411208,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,12031,13071,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe111673355,111673355,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,13041,13041,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe111935495,111935495,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12128,12209,12462
&lt;艾尔难民99&gt;<sp/>Gentleprobe112459779,112459779,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12131,12212,12462
&lt;艾尔难民99&gt;<sp/>Gentleprobe112459780,112459780,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12504,12696,16299
&lt;艾尔难民99&gt;<sp/>Gentleprobe112721921,112721921,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,12038,13078,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe113508354,113508354,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14187,14187,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe113770497,113770497,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,12258,12658,16579
&lt;艾尔难民99&gt;<sp/>Gentleprobe114032641,114032641,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12270,12462,15937
&lt;艾尔难民99&gt;<sp/>Gentleprobe114032644,114032644,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16252,16333,16402
&lt;艾尔难民99&gt;<sp/>Gentleprobe114032647,114032647,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16452,16533,16551
&lt;艾尔难民99&gt;<sp/>Gentleprobe114556929,114556929,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,12600,13240,16428
&lt;艾尔难民99&gt;<sp/>Gentleprobe115081218,115081218,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12795,12876,13077
&lt;艾尔难民99&gt;<sp/>Gentleprobe115343363,115343363,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13159,13240,13508
&lt;艾尔难民99&gt;<sp/>Gentleprobe115343366,115343366,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13663,13744,15969
&lt;艾尔难民99&gt;<sp/>Gentleprobe115605507,115605507,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13156,13237,13508
&lt;艾尔难民99&gt;<sp/>Gentleprobe116129794,116129794,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13692,13773,15949
&lt;艾尔难民99&gt;<sp/>Gentleprobe116654081,116654081,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12885,13077,16095
&lt;艾尔难民99&gt;<sp/>Gentleprobe117178369,117178369,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,12949,13349,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe117964801,117964801,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13009,13009,15997
&lt;艾尔难民99&gt;<sp/>Gentleprobe118226945,118226945,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,13018,13018,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe118489092,118489092,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15972,16053,16213
&lt;艾尔难民99&gt;<sp/>Gentleprobe118489094,118489094,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16254,16335,16388
&lt;艾尔难民99&gt;<sp/>Gentleprobe118751234,118751234,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15973,16054,16132
&lt;艾尔难民99&gt;<sp/>Gentleprobe119013377,119013377,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,13288,13928,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe119275521,119275521,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13316,13508,16192
&lt;艾尔难民99&gt;<sp/>Gentleprobe119799809,119799809,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13359,13440,15044
&lt;艾尔难民99&gt;<sp/>Gentleprobe119799810,119799810,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15051,15243,16361
&lt;艾尔难民99&gt;<sp/>Gentleprobe120324097,120324097,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13399,13480,16097
&lt;艾尔难民99&gt;<sp/>Gentleprobe120586249,120586249,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15959,16151,16343
&lt;艾尔难民99&gt;<sp/>Gentleprobe120848389,120848389,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,13731,13731,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe121110531,121110531,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14129,14129,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe121372674,121372674,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14184,14184,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe122945537,122945537,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14002,14002,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe123994116,123994116,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15011,15203,16129
&lt;艾尔难民99&gt;<sp/>Gentleprobe124256258,124256258,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14190,14190,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe124780548,124780548,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14655,15055,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe125042689,125042689,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14356,14836,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe125566977,125566977,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,14571,15211,16539
&lt;艾尔难民99&gt;<sp/>Gentleprobe126091265,126091265,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14578,14578,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe126353409,126353409,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14581,14581,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe126615553,126615553,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14584,14584,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe126877697,126877697,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14585,14585,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe127664129,127664129,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14714,14795,15038
&lt;艾尔难民99&gt;<sp/>Gentleprobe127664132,127664132,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15210,15291,16152
&lt;艾尔难民99&gt;<sp/>Gentleprobe127926273,127926273,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14716,14797,15038
&lt;艾尔难民99&gt;<sp/>Gentleprobe127926274,127926274,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15094,15094,16432
&lt;艾尔难民99&gt;<sp/>Gentleprobe128188417,128188417,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14719,14800,15203
&lt;艾尔难民99&gt;<sp/>Gentleprobe128188418,128188418,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15206,15287,15950
&lt;艾尔难民99&gt;<sp/>Gentleprobe128188419,128188419,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15976,16057,16163
&lt;艾尔难民99&gt;<sp/>Gentleprobe128188426,128188426,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16248,16329,16410
&lt;艾尔难民99&gt;<sp/>Gentleprobe128450561,128450561,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14722,14803,15203
&lt;艾尔难民99&gt;<sp/>Gentleprobe128450562,128450562,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15209,15290,16053
&lt;艾尔难民99&gt;<sp/>Gentleprobe128712705,128712705,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14734,14815,15243
&lt;艾尔难民99&gt;<sp/>Gentleprobe128712707,128712707,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15777,15858,16222
&lt;艾尔难民99&gt;<sp/>Gentleprobe129761283,129761283,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15774,15855,16242
&lt;艾尔难民99&gt;<sp/>Gentleprobe129761288,129761288,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16339,16420,16463
&lt;艾尔难民99&gt;<sp/>Gentleprobe130023425,130023425,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14846,15038,16472
&lt;艾尔难民99&gt;<sp/>Gentleprobe130023427,130023427,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16488,16569,16594
&lt;艾尔难民99&gt;<sp/>Gentleprobe130547713,130547713,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14851,15891,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe130809857,130809857,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,14868,14949,15243
&lt;艾尔难民99&gt;<sp/>Gentleprobe130809859,130809859,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15767,15848,16151
&lt;艾尔难民99&gt;<sp/>Gentleprobe131072001,131072001,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14879,15919,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe131334145,131334145,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14918,15318,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe131858433,131858433,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14971,14971,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe132120577,132120577,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14974,14974,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe132382721,132382721,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,14977,14977,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe132644865,132644865,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,14982,15382,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe132907012,132907012,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15772,15853,16151
&lt;艾尔难民99&gt;<sp/>Gentleprobe134217729,134217729,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15376,15457,15677
&lt;艾尔难民99&gt;<sp/>Gentleprobe134479873,134479873,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,15420,16060,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe135004165,135004165,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16451,16532,16566
&lt;艾尔难民99&gt;<sp/>Gentleprobe135266306,135266306,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,16033,16033,16511
&lt;艾尔难民99&gt;<sp/>Gentleprobe135790593,135790593,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,15492,16132,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe136052737,136052737,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15510,15591,15802
&lt;艾尔难民99&gt;<sp/>Gentleprobe136052741,136052741,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15969,16050,16187
&lt;艾尔难民99&gt;<sp/>Gentleprobe136314881,136314881,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15515,15596,15802
&lt;艾尔难民99&gt;<sp/>Gentleprobe136577025,136577025,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,15590,16230,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe136839169,136839169,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,15610,15802,16318
&lt;艾尔难民99&gt;<sp/>Gentleprobe22282242,22282242,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,12778,12859,13077
&lt;艾尔难民99&gt;<sp/>Gentleprobe22282243,22282243,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,13234,13634,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe262146,262146,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,True,False,False,11092,11092,16272
&lt;艾尔难民99&gt;<sp/>Gentleprobe34078722,34078722,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,True,9932,9932,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe45875202,45875202,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,11626,NA,11845
&lt;艾尔难民99&gt;<sp/>Gentleprobe45875203,45875203,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,True,False,11861,12261,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe46661633,46661633,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe46923777,46923777,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe47185921,47185921,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe47448065,47448065,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe47710209,47710209,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe47972353,47972353,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe48234497,48234497,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe48496641,48496641,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe48758785,48758785,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
&lt;艾尔难民99&gt;<sp/>Gentleprobe49020929,49020929,&lt;艾尔难民99&gt;<sp/>Gentleprobe,True,Loss,False,False,False,0,0,NA
