,id,owner_name,owner_is_human,owner_result,is_army,is_building,is_worker,started_at,finished_at,died_at
JinairRogue100139009,100139009,JinairRogue,True,Loss,False,False,True,5855,5855,NA
JinairRogue100401153,100401153,JinairRogue,True,Loss,False,False,True,6087,6087,NA
JinairRogue100663297,100663297,JinairRogue,True,Loss,False,True,False,6239,6799,NA
JinairRogue100925441,100925441,JinairRogue,True,Loss,False,True,False,6264,6531,NA
JinairRogue101187586,101187586,JinairRogue,True,Loss,True,False,False,6380,6380,7855
JinairRogue101187587,101187587,JinairRogue,True,Loss,True,False,False,7863,7863,8317
JinairRogue101187589,101187589,JinairRogue,True,Loss,True,False,False,8359,8359,8893
JinairRogue101449729,101449729,JinairRogue,True,Loss,True,False,False,6380,6380,7565
JinairRogue101449730,101449730,JinairRogue,True,Loss,True,False,False,7568,7568,8560
JinairRogue101711873,101711873,JinairRogue,True,Loss,True,False,False,6385,6385,7584
JinairRogue101711881,101711881,JinairRogue,True,Loss,False,False,False,7734,7734,8331
JinairRogue101711888,101711888,JinairRogue,True,Loss,False,False,False,8454,8454,8972
JinairRogue101711891,101711891,JinairRogue,True,Loss,True,False,False,8998,8998,9183
JinairRogue101711898,101711898,JinairRogue,True,Loss,False,False,False,9414,9414,NA
JinairRogue101974017,101974017,JinairRogue,True,Loss,True,False,False,6387,6387,7892
JinairRogue101974026,101974026,JinairRogue,True,Loss,False,False,False,8244,8244,8707
JinairRogue102236161,102236161,JinairRogue,True,Loss,True,False,False,6398,6398,7960
JinairRogue102498305,102498305,JinairRogue,True,Loss,False,True,False,6458,6739,NA
JinairRogue102760451,102760451,JinairRogue,True,Loss,False,False,False,6552,6552,6866
JinairRogue103022593,103022593,JinairRogue,True,Loss,False,False,False,6476,6476,6759
JinairRogue103022594,103022594,JinairRogue,True,Loss,False,False,False,6762,6762,7116
JinairRogue103022595,103022595,JinairRogue,True,Loss,False,False,True,7118,7118,NA
JinairRogue103284738,103284738,JinairRogue,True,Loss,False,False,False,6486,6486,7018
JinairRogue103284739,103284739,JinairRogue,True,Loss,False,False,True,7024,7024,9133
JinairRogue103284740,103284740,JinairRogue,True,Loss,True,False,False,9139,9139,NA
JinairRogue103546881,103546881,JinairRogue,True,Loss,False,False,False,6478,6478,7135
JinairRogue103809026,103809026,JinairRogue,True,Loss,False,False,False,6544,6544,7024
JinairRogue103809027,103809027,JinairRogue,True,Loss,False,True,False,7031,7312,NA
JinairRogue104071169,104071169,JinairRogue,True,Loss,False,False,False,6482,6482,7118
JinairRogue104071170,104071170,JinairRogue,True,Loss,False,False,True,7120,7120,8873
JinairRogue104333316,104333316,JinairRogue,True,Loss,False,False,True,6584,6584,NA
JinairRogue104595458,104595458,JinairRogue,True,Loss,False,False,False,6548,6548,7120
JinairRogue104595459,104595459,JinairRogue,True,Loss,False,False,True,7123,7123,NA
JinairRogue105119746,105119746,JinairRogue,True,Loss,False,False,False,6663,6663,7123
JinairRogue105119747,105119747,JinairRogue,True,Loss,True,False,False,7135,7135,NA
JinairRogue105381891,105381891,JinairRogue,True,Loss,False,True,False,6710,7190,NA
JinairRogue106168321,106168321,JinairRogue,True,Loss,False,False,True,6756,6756,9619
JinairRogue106430467,106430467,JinairRogue,True,Loss,False,False,False,6975,6975,7558
JinairRogue106430468,106430468,JinairRogue,True,Loss,True,False,False,7563,7563,8955
JinairRogue106430471,106430471,JinairRogue,True,Loss,False,False,False,9444,9444,NA
JinairRogue106692609,106692609,JinairRogue,True,Loss,False,False,False,6758,6758,7563
JinairRogue106692610,106692610,JinairRogue,True,Loss,True,False,False,7565,7565,8193
JinairRogue106954753,106954753,JinairRogue,True,Loss,False,False,True,6759,6759,NA
JinairRogue107479041,107479041,JinairRogue,True,Loss,False,False,False,6766,6766,7565
JinairRogue107741186,107741186,JinairRogue,True,Loss,False,True,False,6975,7215,NA
JinairRogue108003329,108003329,JinairRogue,True,Loss,False,False,False,6998,6998,7568
JinairRogue108003330,108003330,JinairRogue,True,Loss,True,False,False,7571,7571,8469
JinairRogue108003339,108003339,JinairRogue,True,Loss,False,False,False,8694,8694,9139
JinairRogue108003340,108003340,JinairRogue,True,Loss,True,False,False,9176,9176,9306
JinairRogue108265473,108265473,JinairRogue,True,Loss,True,False,False,7018,7018,NA
JinairRogue108527618,108527618,JinairRogue,True,Loss,False,False,False,7080,7080,7571
JinairRogue109314050,109314050,JinairRogue,True,Loss,False,False,False,8724,8724,9294
JinairRogue110100483,110100483,JinairRogue,True,Loss,True,False,False,8455,8455,8828
JinairRogue110100489,110100489,JinairRogue,True,Loss,False,False,False,8892,8892,NA
JinairRogue110362628,110362628,JinairRogue,True,Loss,True,False,False,8685,8685,8989
JinairRogue110624770,110624770,JinairRogue,True,Loss,False,False,False,7320,7320,7863
JinairRogue110624771,110624771,JinairRogue,True,Loss,True,False,False,7867,7867,NA
JinairRogue110886913,110886913,JinairRogue,True,Loss,False,False,False,7238,7238,7751
JinairRogue111149057,111149057,JinairRogue,True,Loss,False,False,False,7279,7279,7754
JinairRogue111149059,111149059,JinairRogue,True,Loss,False,False,False,7764,7764,8359
JinairRogue111149060,111149060,JinairRogue,True,Loss,True,False,False,8364,8364,8463
JinairRogue111411212,111411212,JinairRogue,True,Loss,False,False,False,8484,8484,8998
JinairRogue111673345,111673345,JinairRogue,True,Loss,False,False,False,7283,7283,7867
JinairRogue111673347,111673347,JinairRogue,True,Loss,False,False,False,7892,7892,8364
JinairRogue111673348,111673348,JinairRogue,True,Loss,True,False,False,8366,8366,8516
JinairRogue111935490,111935490,JinairRogue,True,Loss,False,False,False,7319,7319,8045
JinairRogue112197633,112197633,JinairRogue,True,Loss,False,False,False,7287,7287,8138
JinairRogue112197638,112197638,JinairRogue,True,Loss,True,False,False,8629,8629,8739
JinairRogue112459778,112459778,JinairRogue,True,Loss,False,False,False,7323,7323,8131
JinairRogue112459779,112459779,JinairRogue,True,Loss,True,False,False,8135,8135,NA
JinairRogue112721925,112721925,JinairRogue,True,Loss,False,False,False,7399,7399,8135
JinairRogue112984065,112984065,JinairRogue,True,Loss,False,False,False,7327,7327,8366
JinairRogue112984066,112984066,JinairRogue,True,Loss,True,False,False,8410,8410,8705
JinairRogue113246210,113246210,JinairRogue,True,Loss,False,False,False,7403,7403,8366
JinairRogue113508357,113508357,JinairRogue,True,Loss,False,False,False,7494,7494,8367
JinairRogue113508364,113508364,JinairRogue,True,Loss,True,False,False,8497,8497,8627
JinairRogue113508365,113508365,JinairRogue,True,Loss,False,False,False,8652,8652,9140
JinairRogue113508372,113508372,JinairRogue,True,Loss,False,False,False,9372,9372,NA
JinairRogue113770499,113770499,JinairRogue,True,Loss,False,True,False,7554,7824,NA
JinairRogue114032641,114032641,JinairRogue,True,Loss,False,False,False,7407,7407,8497
JinairRogue114294786,114294786,JinairRogue,True,Loss,True,False,False,7558,7558,8132
JinairRogue54525953,54525953,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue54788097,54788097,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue55050241,55050241,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue55312385,55312385,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue55574529,55574529,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue55836673,55836673,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue56098817,56098817,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue56360961,56360961,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue56623105,56623105,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue56885249,56885249,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue57147393,57147393,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue57409537,57409537,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue57671681,57671681,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue57933825,57933825,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue58195969,58195969,JinairRogue,True,Loss,False,False,False,0,0,NA
JinairRogue62390273,62390273,JinairRogue,True,Loss,False,True,False,0,0,NA
JinairRogue62652417,62652417,JinairRogue,True,Loss,False,False,False,0,0,287
JinairRogue62914561,62914561,JinairRogue,True,Loss,False,False,False,0,0,682
JinairRogue62914562,62914562,JinairRogue,True,Loss,False,False,False,762,762,1039
JinairRogue62914563,62914563,JinairRogue,True,Loss,False,True,False,1158,2758,NA
JinairRogue63176705,63176705,JinairRogue,True,Loss,False,False,False,0,0,652
JinairRogue63176706,63176706,JinairRogue,True,Loss,True,False,False,682,682,NA
JinairRogue63438849,63438849,JinairRogue,True,Loss,False,False,True,0,0,8934
JinairRogue63700993,63700993,JinairRogue,True,Loss,False,False,True,0,0,NA
JinairRogue63963137,63963137,JinairRogue,True,Loss,False,False,True,0,0,NA
JinairRogue64225281,64225281,JinairRogue,True,Loss,False,False,True,0,0,8847
JinairRogue64487425,64487425,JinairRogue,True,Loss,False,False,True,0,0,8658
JinairRogue64487427,64487427,JinairRogue,True,Loss,True,False,False,9486,9486,NA
JinairRogue64749569,64749569,JinairRogue,True,Loss,False,False,True,0,0,5206
JinairRogue64749570,64749570,JinairRogue,True,Loss,True,False,False,5249,5249,6045
JinairRogue65011713,65011713,JinairRogue,True,Loss,False,False,True,0,0,NA
JinairRogue65273857,65273857,JinairRogue,True,Loss,False,False,True,0,0,4054
JinairRogue65273858,65273858,JinairRogue,True,Loss,True,False,False,4060,4060,7720
JinairRogue65273861,65273861,JinairRogue,True,Loss,True,False,False,7754,7754,7953
JinairRogue65273864,65273864,JinairRogue,True,Loss,False,False,False,7974,7974,8410
JinairRogue65273865,65273865,JinairRogue,True,Loss,False,False,False,8412,8412,8969
JinairRogue65273866,65273866,JinairRogue,True,Loss,True,False,False,8972,8972,NA
JinairRogue65536001,65536001,JinairRogue,True,Loss,False,False,True,0,0,7190
JinairRogue65536002,65536002,JinairRogue,True,Loss,False,False,False,7215,7215,7748
JinairRogue65536003,65536003,JinairRogue,True,Loss,True,False,False,7751,7751,8887
JinairRogue65536007,65536007,JinairRogue,True,Loss,False,False,False,8934,8934,9455
JinairRogue65798145,65798145,JinairRogue,True,Loss,False,False,True,0,0,NA
JinairRogue66060289,66060289,JinairRogue,True,Loss,False,False,True,0,0,NA
JinairRogue66322433,66322433,JinairRogue,True,Loss,False,False,True,0,0,8910
JinairRogue66584577,66584577,JinairRogue,True,Loss,True,False,False,0,0,4298
JinairRogue70254593,70254593,JinairRogue,True,Loss,False,False,False,255,255,957
JinairRogue70254594,70254594,JinairRogue,True,Loss,False,False,True,960,960,8854
JinairRogue70778881,70778881,JinairRogue,True,Loss,False,False,True,287,287,NA
JinairRogue71041025,71041025,JinairRogue,True,Loss,False,False,False,522,522,960
JinairRogue71565313,71565313,JinairRogue,True,Loss,False,False,True,652,652,NA
JinairRogue72351745,72351745,JinairRogue,True,Loss,False,False,True,957,957,2758
JinairRogue72351746,72351746,JinairRogue,True,Loss,False,False,False,2922,2922,3348
JinairRogue72351748,72351748,JinairRogue,True,Loss,True,False,False,3568,3568,8094
JinairRogue72351752,72351752,JinairRogue,True,Loss,False,False,False,8172,8172,8629
JinairRogue72613889,72613889,JinairRogue,True,Loss,False,False,False,1002,1002,1508
JinairRogue72613890,72613890,JinairRogue,True,Loss,False,True,False,1554,2034,NA
JinairRogue73138177,73138177,JinairRogue,True,Loss,False,False,True,1039,1039,9129
JinairRogue73138178,73138178,JinairRogue,True,Loss,True,False,False,9140,9140,9480
JinairRogue73662465,73662465,JinairRogue,True,Loss,False,False,False,1242,1242,1574
JinairRogue73662466,73662466,JinairRogue,True,Loss,False,True,False,1631,2671,NA
JinairRogue74186753,74186753,JinairRogue,True,Loss,False,False,False,1482,1482,1986
JinairRogue74186754,74186754,JinairRogue,True,Loss,False,False,False,2202,2202,2475
JinairRogue74448897,74448897,JinairRogue,True,Loss,False,False,True,1508,1508,2035
JinairRogue74448898,74448898,JinairRogue,True,Loss,False,False,True,2048,2048,8287
JinairRogue74711041,74711041,JinairRogue,True,Loss,False,False,True,1574,1574,2671
JinairRogue74711042,74711042,JinairRogue,True,Loss,False,False,False,2682,2682,2981
JinairRogue74711043,74711043,JinairRogue,True,Loss,False,False,False,2998,2998,3405
JinairRogue74711044,74711044,JinairRogue,True,Loss,False,False,False,3478,3478,4060
JinairRogue74711045,74711045,JinairRogue,True,Loss,True,False,False,4064,4064,5831
JinairRogue74711047,74711047,JinairRogue,True,Loss,False,False,False,6079,6079,6584
JinairRogue74711048,74711048,JinairRogue,True,Loss,False,False,True,6586,6586,9050
JinairRogue74711049,74711049,JinairRogue,True,Loss,True,False,False,9179,9179,9618
JinairRogue75235329,75235329,JinairRogue,True,Loss,False,False,False,1722,1722,2048
JinairRogue75759617,75759617,JinairRogue,True,Loss,False,False,False,1962,1962,2265
JinairRogue76283905,76283905,JinairRogue,True,Loss,False,False,True,1986,1986,5943
JinairRogue76283907,76283907,JinairRogue,True,Loss,False,False,True,5959,5959,9060
JinairRogue76283913,76283913,JinairRogue,True,Loss,False,False,False,9132,9132,NA
JinairRogue76546049,76546049,JinairRogue,True,Loss,False,False,True,2265,2265,NA
JinairRogue77070337,77070337,JinairRogue,True,Loss,False,False,False,2442,2442,2752
JinairRogue77070338,77070338,JinairRogue,True,Loss,False,False,False,2758,2758,3124
JinairRogue77070339,77070339,JinairRogue,True,Loss,False,False,False,3162,3162,3667
JinairRogue77070340,77070340,JinairRogue,True,Loss,False,False,True,3707,3707,6619
JinairRogue77332481,77332481,JinairRogue,True,Loss,False,True,False,2453,4053,NA
JinairRogue77594625,77594625,JinairRogue,True,Loss,False,False,True,2475,2475,9645
JinairRogue78118913,78118913,JinairRogue,True,Loss,False,False,True,2752,2752,NA
JinairRogue78643201,78643201,JinairRogue,True,Loss,False,False,True,2981,2981,9102
JinairRogue78905345,78905345,JinairRogue,True,Loss,False,False,True,3124,3124,8891
JinairRogue79691777,79691777,JinairRogue,True,Loss,False,False,False,3238,3238,3615
JinairRogue79691778,79691778,JinairRogue,True,Loss,False,True,False,3639,3879,NA
JinairRogue80216065,80216065,JinairRogue,True,Loss,False,False,True,3348,3348,6638
JinairRogue80216067,80216067,JinairRogue,True,Loss,True,False,False,8131,8131,NA
JinairRogue80478209,80478209,JinairRogue,True,Loss,False,False,False,3402,3402,3707
JinairRogue80478210,80478210,JinairRogue,True,Loss,False,False,False,3718,3718,4120
JinairRogue80478211,80478211,JinairRogue,True,Loss,False,False,False,4122,4122,4469
JinairRogue80478212,80478212,JinairRogue,True,Loss,False,False,True,4472,4472,5141
JinairRogue80478213,80478213,JinairRogue,True,Loss,False,True,False,5143,5420,NA
JinairRogue80740353,80740353,JinairRogue,True,Loss,False,False,True,3405,3405,8317
JinairRogue81264641,81264641,JinairRogue,True,Loss,False,False,True,3615,3615,8281
JinairRogue81526785,81526785,JinairRogue,True,Loss,False,False,False,3642,3642,4064
JinairRogue82313217,82313217,JinairRogue,True,Loss,True,False,False,3667,3667,NA
JinairRogue82837506,82837506,JinairRogue,True,Loss,False,False,True,6019,6019,6513
JinairRogue82837508,82837508,JinairRogue,True,Loss,False,False,False,6537,6537,6863
JinairRogue82837509,82837509,JinairRogue,True,Loss,False,False,True,6866,6866,9088
JinairRogue83099649,83099649,JinairRogue,True,Loss,False,False,False,3882,3882,4359
JinairRogue83099650,83099650,JinairRogue,True,Loss,False,False,False,4362,4362,4729
JinairRogue83099651,83099651,JinairRogue,True,Loss,False,False,True,4732,4732,NA
JinairRogue83623937,83623937,JinairRogue,True,Loss,False,False,False,3958,3958,4417
JinairRogue83623939,83623939,JinairRogue,True,Loss,True,False,False,4630,4630,8303
JinairRogue83886082,83886082,JinairRogue,True,Loss,True,False,False,4060,4060,4795
JinairRogue83886088,83886088,JinairRogue,True,Loss,False,False,False,4918,4918,5328
JinairRogue83886089,83886089,JinairRogue,True,Loss,False,False,False,5382,5382,5808
JinairRogue83886091,83886091,JinairRogue,True,Loss,False,False,False,5844,5844,6380
JinairRogue83886092,83886092,JinairRogue,True,Loss,True,False,False,6385,6385,7914
JinairRogue84148225,84148225,JinairRogue,True,Loss,False,False,False,4053,4053,4472
JinairRogue84148226,84148226,JinairRogue,True,Loss,False,False,False,4533,4533,5012
JinairRogue84148227,84148227,JinairRogue,True,Loss,False,False,True,5014,5014,8675
JinairRogue84410369,84410369,JinairRogue,True,Loss,True,False,False,4064,4064,5973
JinairRogue84410370,84410370,JinairRogue,True,Loss,False,False,False,6075,6075,6586
JinairRogue84410371,84410371,JinairRogue,True,Loss,False,False,True,6589,6589,NA
JinairRogue84672515,84672515,JinairRogue,True,Loss,True,False,False,4120,4120,4930
JinairRogue84672517,84672517,JinairRogue,True,Loss,False,False,False,5299,5299,5756
JinairRogue84672519,84672519,JinairRogue,True,Loss,False,False,False,5840,5840,6385
JinairRogue84672520,84672520,JinairRogue,True,Loss,True,False,False,6387,6387,7730
JinairRogue84672522,84672522,JinairRogue,True,Loss,True,False,False,7748,7748,7922
JinairRogue84672532,84672532,JinairRogue,True,Loss,False,False,False,9174,9174,NA
JinairRogue84934657,84934657,JinairRogue,True,Loss,True,False,False,4120,4120,4832
JinairRogue84934658,84934658,JinairRogue,True,Loss,False,False,False,4842,4842,5249
JinairRogue84934659,84934659,JinairRogue,True,Loss,True,False,False,5252,5252,5922
JinairRogue84934661,84934661,JinairRogue,True,Loss,False,True,False,6226,7106,NA
JinairRogue85196803,85196803,JinairRogue,True,Loss,False,False,False,4198,4198,4726
JinairRogue85196804,85196804,JinairRogue,True,Loss,False,False,True,4729,4729,6800
JinairRogue85196805,85196805,JinairRogue,True,Loss,True,False,False,6804,6804,NA
JinairRogue85458946,85458946,JinairRogue,True,Loss,False,True,False,4220,4493,NA
JinairRogue85721092,85721092,JinairRogue,True,Loss,False,True,False,4311,4551,NA
JinairRogue86245377,86245377,JinairRogue,True,Loss,False,False,False,4293,4293,4732
JinairRogue86245378,86245378,JinairRogue,True,Loss,False,False,False,4773,4773,5252
JinairRogue86245380,86245380,JinairRogue,True,Loss,False,False,True,5327,5327,NA
JinairRogue86769665,86769665,JinairRogue,True,Loss,True,False,False,4359,4359,4934
JinairRogue86769667,86769667,JinairRogue,True,Loss,False,False,False,5082,5082,5527
JinairRogue86769668,86769668,JinairRogue,True,Loss,False,False,False,5575,5575,5874
JinairRogue86769671,86769671,JinairRogue,True,Loss,False,False,False,6049,6049,6589
JinairRogue86769672,86769672,JinairRogue,True,Loss,False,False,True,6592,6592,NA
JinairRogue87031809,87031809,JinairRogue,True,Loss,True,False,False,4359,4359,7705
JinairRogue87293954,87293954,JinairRogue,True,Loss,False,False,False,5013,5013,5327
JinairRogue87293955,87293955,JinairRogue,True,Loss,False,True,False,5463,5943,7836
JinairRogue87293966,87293966,JinairRogue,True,Loss,False,False,False,8004,8004,8455
JinairRogue87556097,87556097,JinairRogue,True,Loss,True,False,False,4417,4417,NA
JinairRogue87818242,87818242,JinairRogue,True,Loss,False,False,False,4602,4602,5014
JinairRogue87818243,87818243,JinairRogue,True,Loss,False,False,True,5017,5017,8958
JinairRogue87818244,87818244,JinairRogue,True,Loss,True,False,False,8969,8969,9443
JinairRogue87818245,87818245,JinairRogue,True,Loss,True,False,False,9455,9455,9597
JinairRogue88080385,88080385,JinairRogue,True,Loss,False,False,False,4438,4438,5017
JinairRogue88080386,88080386,JinairRogue,True,Loss,False,False,True,5020,5020,9205
JinairRogue88604673,88604673,JinairRogue,True,Loss,True,False,False,4467,4467,8071
JinairRogue88866817,88866817,JinairRogue,True,Loss,False,False,True,4469,4469,8171
JinairRogue88866824,88866824,JinairRogue,True,Loss,True,False,False,8367,8367,8867
JinairRogue89128961,89128961,JinairRogue,True,Loss,False,True,False,4661,5141,7684
JinairRogue89128965,89128965,JinairRogue,True,Loss,True,False,False,8707,8707,8788
JinairRogue89653249,89653249,JinairRogue,True,Loss,False,False,False,4678,4678,5020
JinairRogue89653250,89653250,JinairRogue,True,Loss,False,True,False,5032,5306,NA
JinairRogue89915393,89915393,JinairRogue,True,Loss,True,False,False,4726,4726,NA
JinairRogue90177537,90177537,JinairRogue,True,Loss,False,True,False,4726,5206,8946
JinairRogue90177539,90177539,JinairRogue,True,Loss,False,False,False,8964,8964,9486
JinairRogue90701828,90701828,JinairRogue,True,Loss,False,False,True,5012,5012,NA
JinairRogue91226115,91226115,JinairRogue,True,Loss,True,False,False,5252,5252,8016
JinairRogue91226116,91226116,JinairRogue,True,Loss,True,False,False,8045,8045,8455
JinairRogue91488257,91488257,JinairRogue,True,Loss,True,False,False,4932,4932,8026
JinairRogue91750402,91750402,JinairRogue,True,Loss,False,False,False,5157,5157,5497
JinairRogue91750403,91750403,JinairRogue,True,Loss,False,False,True,5500,5500,8952
JinairRogue92012546,92012546,JinairRogue,True,Loss,False,False,False,5253,5253,5848
JinairRogue92012547,92012547,JinairRogue,True,Loss,False,False,True,5854,5854,7106
JinairRogue92012548,92012548,JinairRogue,True,Loss,False,False,True,7112,7112,9152
JinairRogue92012549,92012549,JinairRogue,True,Loss,True,False,False,9173,9173,9296
JinairRogue92274689,92274689,JinairRogue,True,Loss,False,False,False,5158,5158,5500
JinairRogue92274690,92274690,JinairRogue,True,Loss,False,False,True,5502,5502,NA
JinairRogue92798977,92798977,JinairRogue,True,Loss,False,False,False,5161,5161,5502
JinairRogue92798978,92798978,JinairRogue,True,Loss,False,False,True,5524,5524,9052
JinairRogue92798991,92798991,JinairRogue,True,Loss,True,False,False,9294,9294,9527
JinairRogue92798994,92798994,JinairRogue,True,Loss,False,False,False,9612,9612,NA
JinairRogue93061122,93061122,JinairRogue,True,Loss,True,False,False,5249,5249,7700
JinairRogue93323265,93323265,JinairRogue,True,Loss,False,False,False,5165,5165,5524
JinairRogue93323266,93323266,JinairRogue,True,Loss,True,False,False,5527,5527,NA
JinairRogue93585410,93585410,JinairRogue,True,Loss,False,False,False,5303,5303,5854
JinairRogue93585411,93585411,JinairRogue,True,Loss,False,False,False,6083,6083,6592
JinairRogue93585412,93585412,JinairRogue,True,Loss,False,False,True,6595,6595,8984
JinairRogue94109697,94109697,JinairRogue,True,Loss,False,False,False,5307,5307,5854
JinairRogue94109699,94109699,JinairRogue,True,Loss,False,True,False,6139,6619,9301
JinairRogue94633985,94633985,JinairRogue,True,Loss,True,False,False,5328,5328,7933
JinairRogue94896129,94896129,JinairRogue,True,Loss,True,False,False,5328,5328,6683
JinairRogue95158273,95158273,JinairRogue,True,Loss,False,False,False,5493,5493,5855
JinairRogue95158276,95158276,JinairRogue,True,Loss,False,True,False,6157,6637,9480
JinairRogue95420417,95420417,JinairRogue,True,Loss,False,False,True,5497,5497,NA
JinairRogue95944705,95944705,JinairRogue,True,Loss,False,False,False,5622,5622,5959
JinairRogue95944708,95944708,JinairRogue,True,Loss,False,False,False,6062,6062,6595
JinairRogue95944720,95944720,JinairRogue,True,Loss,True,False,False,8138,8138,8330
JinairRogue95944722,95944722,JinairRogue,True,Loss,True,False,False,8366,8366,8987
JinairRogue96731137,96731137,JinairRogue,True,Loss,False,False,False,5733,5733,6019
JinairRogue96993281,96993281,JinairRogue,True,Loss,False,False,False,5735,5735,6087
JinairRogue96993282,96993282,JinairRogue,True,Loss,False,False,True,6090,6090,9599
JinairRogue97255426,97255426,JinairRogue,True,Loss,False,True,False,5827,6067,NA
JinairRogue97517569,97517569,JinairRogue,True,Loss,False,False,False,5739,5739,6090
JinairRogue97517570,97517570,JinairRogue,True,Loss,False,False,True,6093,6093,NA
JinairRogue97779717,97779717,JinairRogue,True,Loss,False,False,False,5822,5822,6387
JinairRogue97779718,97779718,JinairRogue,True,Loss,True,False,False,6398,6398,7633
JinairRogue97779727,97779727,JinairRogue,True,Loss,True,False,False,8331,8331,8553
JinairRogue98041857,98041857,JinairRogue,True,Loss,False,False,False,5743,5743,6093
JinairRogue98041858,98041858,JinairRogue,True,Loss,False,False,False,6236,6236,6804
JinairRogue98041860,98041860,JinairRogue,True,Loss,False,False,True,6863,6863,8303
JinairRogue98304002,98304002,JinairRogue,True,Loss,True,False,False,5808,5808,NA
JinairRogue98566145,98566145,JinairRogue,True,Loss,False,False,True,5756,5756,8208
JinairRogue98566146,98566146,JinairRogue,True,Loss,False,False,False,8214,8214,8685
JinairRogue98828290,98828290,JinairRogue,True,Loss,False,False,True,5874,5874,9065
JinairRogue99090433,99090433,JinairRogue,True,Loss,False,False,False,5848,5848,6398
JinairRogue99352582,99352582,JinairRogue,True,Loss,False,False,False,6289,6289,6756
JinairRogue99352583,99352583,JinairRogue,True,Loss,False,False,False,6758,6758,7112
JinairRogue99352584,99352584,JinairRogue,True,Loss,False,False,True,7116,7116,9043
JinairRogue99352586,99352586,JinairRogue,True,Loss,False,False,False,9204,9204,NA
JinairRogue99614721,99614721,JinairRogue,True,Loss,False,False,True,5848,5848,NA
JinairRogue99876865,99876865,JinairRogue,True,Loss,False,False,True,5854,5854,8245
NA53477377,53477377,NA,NA,NA,False,False,False,0,0,6954
Neeb102236169,102236169,Neeb,True,Win,True,False,False,8168,8249,9151
Neeb103546882,103546882,Neeb,True,Win,True,False,False,7165,7246,8621
Neeb103546883,103546883,Neeb,True,Win,True,False,False,8623,8704,NA
Neeb104857605,104857605,Neeb,True,Win,True,False,False,6657,6738,7917
Neeb105644034,105644034,Neeb,True,Win,False,True,False,6710,7110,NA
Neeb105906177,105906177,Neeb,True,Win,False,True,False,6742,7142,NA
Neeb107216898,107216898,Neeb,True,Win,True,False,False,6800,6800,NA
Neeb107479045,107479045,Neeb,True,Win,True,False,False,7705,7786,NA
Neeb108527623,108527623,Neeb,True,Win,True,False,False,7711,7792,8305
Neeb108789761,108789761,Neeb,True,Win,False,True,False,7105,7505,NA
Neeb109051905,109051905,Neeb,True,Win,True,False,False,7167,7248,7869
Neeb109314049,109314049,Neeb,True,Win,True,False,False,7168,7249,8719
Neeb109576193,109576193,Neeb,True,Win,True,False,False,7168,7249,NA
Neeb109838337,109838337,Neeb,True,Win,True,False,False,7171,7252,8158
Neeb110100481,110100481,Neeb,True,Win,True,False,False,7172,7253,8443
Neeb110362625,110362625,Neeb,True,Win,True,False,False,7174,7255,8623
Neeb110362630,110362630,Neeb,True,Win,True,False,False,9034,9115,NA
Neeb110624769,110624769,Neeb,True,Win,True,False,False,7217,NA,7296
Neeb111149061,111149061,Neeb,True,Win,True,False,False,8465,8546,9275
Neeb111149064,111149064,Neeb,True,Win,True,False,False,9308,9389,NA
Neeb111411211,111411211,Neeb,True,Win,True,False,False,7705,7786,8481
Neeb111411214,111411214,Neeb,True,Win,True,False,False,9035,9116,NA
Neeb111935495,111935495,Neeb,True,Win,True,False,False,8167,8248,NA
Neeb112197636,112197636,Neeb,True,Win,True,False,False,8164,8245,8598
Neeb112721927,112721927,Neeb,True,Win,True,False,False,8166,8247,NA
Neeb112984069,112984069,Neeb,True,Win,True,False,False,8736,8817,NA
Neeb114556931,114556931,Neeb,True,Win,False,False,False,7757,7757,7917
Neeb115343361,115343361,Neeb,True,Win,False,False,False,7757,7757,7917
Neeb115605505,115605505,Neeb,True,Win,False,False,False,7757,7757,7917
Neeb58458113,58458113,Neeb,True,Win,False,False,False,0,0,NA
Neeb58720257,58720257,Neeb,True,Win,False,False,False,0,0,NA
Neeb58982401,58982401,Neeb,True,Win,False,False,False,0,0,NA
Neeb59244545,59244545,Neeb,True,Win,False,False,False,0,0,NA
Neeb59506689,59506689,Neeb,True,Win,False,False,False,0,0,NA
Neeb59768833,59768833,Neeb,True,Win,False,False,False,0,0,NA
Neeb60030977,60030977,Neeb,True,Win,False,False,False,0,0,NA
Neeb60293121,60293121,Neeb,True,Win,False,False,False,0,0,NA
Neeb60555265,60555265,Neeb,True,Win,False,False,False,0,0,NA
